dz_2021_code,white,asian,black,mixed,other
N20003720,457,7,0,3,1
N20003721,416,1,0,1,0
N20003722,432,5,0,0,0
N20003723,352,1,0,0,1
N20003724,314,0,0,0,1
N20003725,574,2,4,13,1
N20003726,320,1,0,1,2
N20003727,341,0,0,0,0
N20003728,656,7,0,0,0
N20003729,615,1,1,1,1
N20003730,425,0,2,4,2
N20003731,384,2,0,0,2
N20003732,485,0,0,4,0
N20003733,481,1,5,4,0
N20003734,690,0,2,1,1
N20003735,541,1,1,1,1
N20003736,327,0,1,1,0
N20003737,381,1,0,1,0
N20003738,627,1,3,0,0
N20003739,761,10,1,5,0
N20003740,481,1,0,0,3
N20003741,434,0,1,0,0
N20003742,372,0,0,1,0
N20003743,700,4,1,4,0
N20003744,394,3,4,0,0
N20003745,429,2,0,8,0
N20003746,462,6,3,0,0
N20003747,480,0,1,5,0
N20003748,383,1,0,0,1
N20003749,360,0,2,0,1
N20003750,442,0,1,0,1
N20003751,377,2,0,5,0
N20003752,377,0,0,0,0
N20003753,432,2,0,1,0
N20003754,486,0,0,1,2
N20003755,479,0,1,0,0
N20003756,539,1,0,4,0
N20003757,651,6,0,1,2
N20003758,747,0,0,3,0
N20003759,405,3,0,1,0
N20003760,439,2,0,1,0
N20003761,631,1,0,5,0
N20003762,368,1,0,3,0
N20003763,501,0,0,0,0
N20003764,363,0,5,0,0
N20003765,356,0,0,2,1
N20003766,714,0,1,0,1
N20003767,365,0,0,3,0
N20003768,462,0,1,0,2
N20003769,475,0,0,0,0
N20003770,373,1,1,2,0
N20003771,716,0,1,7,5
N20003772,502,1,0,5,0
N20003773,725,1,1,3,0
N20003774,420,1,0,0,0
N20003775,593,1,1,2,1
N20003776,449,0,0,0,0
N20003777,446,1,0,1,0
N20003778,430,0,0,0,0
N20003779,440,4,1,1,1
N20003780,440,5,0,1,1
