dz_2021_code,one_person_household_aged_66_and_over,one_person_household_other,single_family_household_couple_family_household_no_children,single_family_household_couple_family_household_dependent_children,single_family_household_couple_family_household_all_children_non_dependent,single_family_household_lone_parent_family_with_dependent_children,single_family_household_lone_parent_family_all_children_non_dependent,single_family_household_other_family_composition_including_all_aged_66_and_over,other_household_types
N20002977,11,12,16,48,15,4,8,12,4
N20002978,5,26,18,42,20,27,9,11,7
N20002979,18,20,37,45,27,8,19,21,9
N20002980,14,28,19,43,30,16,9,20,6
N20002981,17,13,16,43,18,6,8,20,14
N20002982,16,27,24,67,32,10,10,18,10
N20002983,31,57,10,31,21,28,19,17,12
N20002984,14,18,21,53,36,12,11,19,11
N20002985,15,18,22,60,30,10,14,28,4
N20002986,15,26,25,44,31,15,7,16,18
N20002987,16,14,20,51,19,4,7,16,6
N20002988,19,9,13,36,36,6,11,16,7
N20002989,12,15,24,59,20,15,11,15,5
N20002990,30,25,16,70,33,6,8,16,9
N20002991,11,30,16,51,12,17,18,6,9
N20002992,19,12,20,54,18,4,6,12,9
N20002993,25,29,23,82,30,17,17,19,10
N20002994,13,37,41,57,25,20,10,13,6
N20002995,31,46,23,42,18,35,17,16,12
N20002996,14,19,20,37,18,4,11,15,4
N20002997,19,23,27,51,40,12,10,21,8
N20002998,19,31,26,75,28,16,17,18,9
N20002999,21,30,15,32,18,25,19,21,8
N20003000,17,19,10,58,33,9,17,10,11
N20003001,10,35,8,19,9,24,17,9,7
N20003002,32,59,9,20,6,35,16,10,5
N20003003,16,58,17,12,10,18,8,6,7
N20003004,19,22,10,54,26,11,3,27,7
N20003005,13,54,8,11,6,11,4,8,9
N20003006,8,40,33,85,20,38,6,6,13
N20003007,22,21,12,39,17,12,9,12,6
N20003008,20,32,19,17,17,17,12,11,12
N20003009,36,27,33,68,41,16,21,24,15
N20003010,12,46,11,32,19,60,24,9,10
N20003011,20,34,16,39,30,13,19,19,10
N20003012,9,35,22,70,9,34,7,5,2
N20003013,13,38,26,66,19,32,10,9,13
N20003014,22,33,16,29,9,13,8,14,5
N20003015,15,21,15,56,26,3,10,16,6
N20003016,12,17,3,63,23,5,9,13,7
N20003017,14,7,14,57,21,0,9,5,5
N20003018,13,16,25,55,12,32,8,10,6
N20003019,17,29,25,48,23,17,12,17,7
N20003020,10,23,16,71,20,19,9,14,23
N20003021,24,22,27,45,25,6,8,13,10
N20003022,15,18,25,74,23,20,13,20,15
N20003023,16,9,11,38,27,19,15,24,18
N20003024,34,19,21,55,35,5,18,24,13
N20003025,23,26,16,50,31,11,13,27,6
N20003026,17,35,13,21,6,29,19,9,15
N20003027,4,20,16,73,14,16,7,6,14
N20003028,20,20,12,34,11,15,17,19,14
N20003029,23,50,22,28,14,21,10,22,17
N20003030,30,37,15,46,17,9,17,25,26
N20003031,21,27,35,76,26,26,16,21,15
N20003032,5,34,24,72,7,20,9,19,33
N20003033,25,61,17,32,21,24,14,21,21
N20003034,36,78,14,19,4,2,6,14,11
N20003035,24,19,6,18,14,10,10,17,24
N20003036,17,21,27,41,24,8,7,23,5
N20003037,17,51,14,16,3,5,5,20,26
N20003038,34,70,16,23,6,27,13,12,26
N20003039,14,22,27,80,15,20,13,24,32
N20003040,28,25,23,64,25,14,10,30,30
N20003041,16,63,15,27,8,40,17,15,40
N20003042,9,22,5,44,9,44,8,7,27
N20003043,29,42,22,36,17,21,14,32,32
N20003044,26,30,20,37,10,8,4,22,22
N20003045,27,37,22,30,15,15,12,16,25
N20003046,21,26,26,62,22,8,4,13,32
N20003047,17,26,13,46,18,21,7,14,24
N20003048,10,42,52,100,14,25,8,12,8
N20003049,24,17,26,37,17,10,6,35,14
N20003050,24,33,38,89,36,11,6,22,18
N20003051,15,23,13,50,12,16,5,14,10
N20003052,24,37,20,30,16,13,11,22,4
N20003053,56,60,25,37,13,20,15,33,5
N20003054,24,31,27,32,25,17,6,21,7
N20003055,17,26,25,54,11,10,7,19,8
N20003056,24,34,30,89,39,10,8,27,10
N20003057,27,20,29,74,35,11,17,28,5
N20003058,19,39,17,44,15,23,15,15,16
N20003059,22,72,32,54,16,20,9,18,14
N20003060,6,20,14,28,7,18,5,11,5
N20003061,11,34,24,48,20,24,9,10,9
N20003062,37,39,28,118,36,19,19,34,10
N20003063,38,40,28,119,34,23,20,20,11
N20003064,28,30,55,72,28,11,10,28,5
N20003065,34,30,26,86,43,9,12,24,8
N20003066,17,34,29,71,24,18,5,18,8
N20003067,15,17,18,31,38,9,14,16,8
N20003068,18,26,15,41,21,17,13,15,2
N20003069,27,33,28,85,27,13,15,24,3
N20003070,24,21,26,72,40,6,10,18,14
N20003071,21,17,28,66,20,3,8,13,4
N20003072,16,26,25,27,13,13,15,21,10
N20003073,17,21,25,85,39,11,11,24,4
N20003074,21,13,22,73,38,11,9,28,7
N20003075,13,21,25,59,32,12,10,18,10
N20003076,31,45,16,26,17,9,10,17,6
N20003077,18,17,26,62,26,7,8,15,1
N20003078,20,41,43,77,9,16,7,16,10
N20003079,22,15,33,82,31,11,9,15,10
N20003080,18,18,20,45,27,0,5,13,4
N20003081,24,29,26,69,25,3,13,19,8
N20003082,12,12,13,45,11,8,6,14,5
N20003083,18,15,17,62,13,5,8,14,7
N20003084,20,14,34,63,25,6,13,16,8
N20003085,23,9,22,42,29,7,12,20,3
N20003086,18,21,19,58,20,4,5,15,12
N20003087,17,11,9,23,17,8,2,11,6
N20003088,31,31,20,47,27,27,13,15,7
N20003089,35,37,40,74,38,15,20,25,11
N20003090,31,44,29,37,15,16,6,14,7
N20003091,23,50,32,42,12,25,12,21,6
N20003092,21,22,21,69,26,9,6,25,21
N20003093,32,20,32,61,26,4,13,23,8
N20003094,20,14,30,55,32,3,12,25,10
N20003095,29,21,26,51,26,11,7,19,9
N20003096,23,19,18,54,32,6,13,26,4
N20003097,52,45,31,45,18,14,14,19,7
N20003098,36,57,19,19,12,23,11,12,6
N20003099,28,38,31,35,11,13,12,14,5
N20003100,26,52,35,48,15,23,8,13,5
N20003101,9,23,20,57,27,5,7,21,6
N20003102,33,15,26,50,29,10,8,17,11
N20003103,26,31,31,91,30,15,22,22,7
N20003104,30,36,16,54,22,24,13,26,21
N20003105,28,19,30,58,42,8,15,25,14
N20003106,6,25,8,31,8,21,5,7,3
N20003107,18,34,20,79,35,21,9,20,10
N20003108,21,17,18,29,11,10,8,3,3
N20003109,34,56,17,18,17,32,14,7,8
N20003110,20,32,55,97,19,10,14,14,13
N20003111,33,61,20,38,18,18,20,14,15
N20003112,6,17,25,32,28,12,6,15,13
N20003113,21,49,28,73,23,38,24,21,16
N20003114,14,41,25,40,12,33,14,10,8
N20003115,26,52,38,116,30,32,16,13,11
N20003116,15,18,16,33,18,10,13,12,5
N20003117,25,38,15,13,12,25,15,9,8
N20003118,5,28,2,18,6,43,9,7,2
N20003119,27,31,7,12,6,13,12,6,6
N20003120,25,37,16,30,20,20,15,13,10
N20003121,22,17,23,83,25,9,6,20,16
N20003122,27,27,18,50,19,23,12,18,4
N20003123,41,22,12,32,32,17,18,23,16
N20003124,30,40,23,69,28,40,18,11,9
N20003125,19,23,24,82,32,8,12,19,8
N20003126,24,49,28,82,32,41,17,20,9
N20003127,18,23,22,80,22,14,13,21,10
N20003128,22,22,23,85,25,21,12,16,20
N20003129,17,26,23,77,32,15,15,28,12
N20003130,20,13,25,71,30,12,13,20,10
N20003131,20,25,19,48,15,19,14,18,14
N20003132,4,24,15,18,6,31,8,6,8
N20003133,19,24,26,96,33,16,20,30,20
N20003134,30,42,6,23,12,22,6,8,9
N20003135,7,16,20,53,34,11,8,13,9
N20003136,17,29,13,54,12,20,5,6,12
N20003137,19,27,12,62,21,12,12,19,27
N20003138,12,26,14,45,20,6,5,15,7
N20003139,18,36,15,34,15,14,9,9,8
N20003140,13,19,19,56,24,14,9,13,12
N20003141,22,21,8,30,7,10,6,8,4
N20003142,23,43,14,49,25,15,15,14,6
N20003143,23,38,19,38,19,33,13,8,7
N20003144,30,47,16,58,16,27,15,18,6
N20003145,25,36,16,27,14,24,14,16,10
N20003146,33,55,11,28,8,25,20,16,9
N20003147,26,56,24,46,11,24,12,17,14
N20003148,12,30,12,44,40,12,9,12,10
N20003149,30,22,26,87,34,19,22,29,18
N20003150,29,55,14,28,20,27,21,15,15
N20003151,14,26,6,44,17,12,7,18,9
N20003152,15,27,13,22,20,19,6,15,18
N20003153,22,29,21,72,22,15,19,13,14
N20003154,32,37,28,44,30,33,17,27,19
N20003155,19,47,31,74,31,29,13,11,16
N20003156,25,15,30,55,32,15,9,24,8
N20003157,11,27,26,42,36,17,20,13,16
N20003158,20,31,15,31,5,10,10,20,10
N20003159,23,40,23,24,16,14,15,16,10
N20003160,20,11,30,35,21,13,8,27,4
N20003161,22,40,44,42,20,31,18,23,8
N20003162,23,52,21,23,10,25,20,15,12
N20003163,38,8,20,33,33,2,11,36,4
N20003164,21,21,25,28,21,21,21,15,12
N20003165,13,13,25,53,19,7,12,23,8
N20003166,18,31,13,12,8,31,15,5,8
N20003167,37,30,26,34,20,22,13,17,13
N20003168,13,18,14,41,13,16,8,17,8
N20003169,10,19,28,102,24,14,13,16,11
N20003170,15,64,10,35,4,45,12,7,9
N20003171,37,57,12,9,5,16,12,11,2
N20003172,12,45,18,25,4,40,19,13,11
N20003173,16,44,15,36,18,39,26,11,8
N20003174,44,98,17,13,4,9,14,14,11
N20003175,19,56,16,17,15,14,22,14,12
N20003176,23,58,23,37,21,30,16,20,17
N20003177,9,34,15,37,11,34,26,5,16
N20003178,60,86,22,22,7,24,5,17,23
N20003179,19,71,24,19,7,12,14,13,14
N20003180,17,19,31,59,14,18,11,21,13
N20003181,16,44,28,30,14,14,17,16,14
N20003182,6,11,10,22,14,61,22,4,14
N20003183,38,46,20,19,16,38,30,11,8
N20003184,29,25,33,29,34,10,14,19,17
N20003185,57,84,27,24,8,14,23,16,10
N20003186,25,35,29,32,20,36,28,18,15
N20003187,20,45,20,21,19,23,17,18,18
N20003188,21,17,27,27,35,14,14,26,7
N20003189,29,51,32,34,19,18,21,25,21
N20003190,4,55,20,20,0,8,5,7,10
N20003191,34,23,26,60,22,4,11,30,8
N20003192,34,40,15,29,16,25,24,20,5
N20003193,20,33,30,44,18,23,10,12,10
N20003194,18,26,40,62,30,20,15,11,9
N20003195,26,28,17,31,23,31,14,11,16
N20003196,7,37,17,78,8,18,7,6,8
N20003197,41,42,28,67,30,30,23,25,17
N20003198,17,17,27,55,31,11,7,9,10
N20003199,22,35,21,18,14,14,18,6,4
N20003200,34,31,35,107,40,21,16,34,18
N20003201,19,41,15,25,11,22,16,13,5
N20003202,16,24,12,44,23,11,18,16,18
N20003203,25,33,21,67,10,16,17,9,5
N20003204,23,21,25,60,50,9,14,27,13
N20003205,17,25,23,46,31,7,12,17,14
N20003206,19,27,22,33,16,32,6,13,7
N20003207,13,12,28,62,34,9,6,16,8
N20003208,11,12,14,59,22,3,9,13,3
N20003209,22,13,24,58,27,9,9,15,9
N20003210,15,16,22,50,22,4,10,19,5
N20003211,19,12,16,58,33,11,13,17,10
N20003212,24,29,24,84,33,18,15,27,13
N20003213,26,31,30,76,55,9,11,28,13
N20003214,18,21,34,96,39,12,25,19,19
N20003215,25,30,27,68,21,23,18,15,17
N20003216,18,14,30,89,26,5,11,19,8
N20003217,24,35,22,45,15,35,14,15,4
N20003218,16,24,23,86,18,21,10,8,5
N20003219,11,11,21,51,28,7,8,17,5
N20003220,23,44,28,48,19,32,12,11,4
N20003221,19,46,36,101,24,29,22,9,9
N20003222,13,8,13,73,25,4,12,12,11
N20003223,14,29,23,53,14,10,11,12,10
N20003224,17,18,17,43,20,13,7,8,8
N20003225,19,16,17,74,40,8,9,20,18
N20003226,19,24,26,88,20,21,18,20,9
N20003227,17,19,27,84,35,13,13,11,12
N20003228,27,15,19,60,29,9,13,31,6
N20003229,17,12,18,52,25,4,15,20,14
N20003230,16,19,33,66,39,9,9,20,14
N20003231,15,30,23,57,38,15,16,24,14
N20003232,7,9,10,47,15,2,8,20,6
N20003233,18,17,15,71,20,15,10,19,10
N20003234,11,14,28,87,28,10,16,14,5
N20003235,16,18,29,66,27,7,17,20,9
N20003236,25,28,39,67,42,16,14,18,3
N20003237,27,13,20,60,36,0,5,31,4
N20003238,14,25,27,51,27,15,12,9,8
N20003239,32,34,28,43,34,21,19,14,11
N20003240,30,30,38,78,28,9,13,33,6
N20003241,18,43,37,69,13,31,15,6,11
N20003242,31,71,28,24,11,18,12,16,12
N20003243,21,32,22,48,28,25,15,17,6
N20003244,18,44,28,48,21,31,27,4,6
N20003245,7,20,8,11,15,27,26,2,3
N20003246,21,29,14,36,13,24,16,18,13
N20003247,19,7,9,16,12,1,4,25,4
N20003248,30,68,25,28,10,14,20,16,6
N20003249,28,31,7,18,8,18,7,14,6
N20003250,41,40,33,40,20,12,8,24,4
N20003251,44,30,10,17,4,6,8,6,4
N20003252,34,34,16,20,23,13,7,32,9
N20003253,35,42,34,27,21,10,15,23,8
N20003254,70,39,18,29,15,11,6,16,1
N20003255,42,73,18,19,10,15,13,15,12
N20003256,30,24,27,30,23,6,13,34,3
N20003257,28,35,38,69,30,9,8,36,8
N20003258,13,21,16,34,11,22,8,14,6
N20003259,20,27,27,33,27,6,6,28,16
N20003260,9,27,28,66,17,23,14,6,6
N20003261,23,16,20,71,38,8,10,20,12
N20003262,24,43,39,44,14,29,14,14,14
N20003263,16,48,11,23,11,62,23,7,7
N20003264,22,8,28,58,22,7,3,17,4
N20003265,20,55,22,19,10,25,16,18,17
N20003266,60,54,22,34,19,14,18,38,20
N20003267,23,49,15,22,10,31,12,9,9
N20003268,27,22,41,52,22,8,14,37,5
N20003269,23,60,19,32,16,30,23,17,4
N20003270,47,27,30,37,22,9,6,44,10
N20003271,42,73,25,18,13,15,15,21,5
N20003272,17,24,32,60,24,16,15,14,10
N20003273,26,52,32,38,29,14,10,38,10
N20003274,42,39,43,45,29,14,11,42,11
N20003275,24,16,18,37,24,4,6,33,8
N20003276,37,15,21,66,33,8,6,17,10
N20003277,28,26,30,29,20,12,14,25,7
N20003278,72,64,21,31,6,5,10,27,10
N20003279,54,51,18,21,10,4,11,17,3
N20003280,19,10,20,54,23,2,11,10,6
N20003281,33,23,33,54,26,9,12,31,8
N20003282,30,19,30,69,34,10,14,31,13
N20003283,20,18,19,57,35,12,8,17,11
N20003284,30,58,21,50,21,24,19,7,4
N20003285,19,34,24,37,20,9,12,16,4
N20003286,13,22,31,42,14,25,12,13,6
N20003287,34,31,34,42,22,4,21,29,8
N20003288,18,14,31,78,30,7,9,23,8
N20003289,36,27,21,61,23,5,8,22,4
N20003290,18,20,13,56,31,7,17,25,11
N20003291,15,22,22,60,33,9,8,18,10
N20003292,26,22,30,76,34,5,8,37,13
N20003293,28,12,36,80,40,13,14,24,13
N20003294,18,26,31,55,15,11,4,17,5
N20003295,25,25,24,62,27,7,5,28,4
N20003296,22,23,19,43,14,6,12,14,4
N20003297,26,38,30,72,20,25,8,16,10
N20003298,20,18,24,54,18,16,6,14,4
N20003299,27,37,20,63,11,54,12,17,4
N20003300,33,29,48,60,32,14,12,31,6
N20003301,50,71,32,42,16,14,20,14,13
N20003302,36,57,21,42,22,30,30,24,8
N20003303,20,47,10,27,12,33,13,17,5
N20003304,42,46,36,73,22,43,17,30,12
N20003305,33,39,13,21,5,11,13,14,3
N20003306,36,47,23,32,23,12,9,16,8
N20003307,34,11,16,25,17,6,14,30,7
N20003308,19,26,34,58,12,16,13,14,2
N20003309,20,26,25,53,25,13,14,12,4
N20003310,24,30,28,54,25,4,9,18,6
N20003311,20,35,34,53,28,18,21,31,3
N20003312,28,18,26,34,15,4,9,20,4
N20003313,17,21,31,52,33,10,5,26,10
N20003314,11,4,22,42,22,2,11,19,4
N20003315,21,33,36,79,17,30,15,15,8
N20003316,12,14,23,36,16,3,8,17,4
N20003317,24,32,33,82,41,3,11,49,21
N20003318,32,60,25,52,19,33,26,29,8
N20003319,24,28,38,103,44,17,15,24,22
N20003320,12,17,24,42,19,6,10,21,7
N20003321,21,29,28,84,30,7,10,22,14
N20003322,14,26,14,52,24,3,11,8,7
N20003323,24,19,18,43,33,2,8,19,7
N20003324,27,27,39,81,42,13,16,31,18
N20003325,20,15,17,47,15,8,8,13,6
N20003326,19,18,20,57,28,10,11,23,10
N20003327,28,23,27,68,26,9,19,19,11
N20003328,26,29,43,67,30,8,16,33,22
N20003329,15,44,37,53,14,15,12,11,8
N20003330,26,38,30,47,30,14,12,18,12
N20003331,15,33,26,72,21,5,10,25,10
N20003332,13,23,22,63,20,21,3,5,7
N20003333,19,24,17,41,29,7,5,18,10
N20003334,4,16,9,52,12,19,3,4,5
N20003335,38,47,36,61,26,33,17,31,26
N20003336,31,36,22,82,43,15,8,20,8
N20003337,28,13,34,74,23,7,5,33,10
N20003338,22,43,32,100,11,26,14,13,4
N20003339,28,47,16,18,15,14,15,8,8
N20003340,56,69,38,24,12,16,10,28,7
N20003341,40,69,37,58,18,23,17,20,5
N20003342,32,51,27,62,20,34,19,22,12
N20003343,21,54,21,38,21,21,20,16,13
N20003344,12,19,22,38,25,12,10,14,8
N20003345,22,32,17,30,17,17,7,16,9
N20003346,14,30,8,25,14,26,13,6,3
N20003347,22,17,25,44,23,5,12,30,12
N20003348,18,47,35,26,4,12,3,15,3
N20003349,32,72,59,70,16,26,14,38,5
N20003350,34,50,40,43,25,25,15,24,9
N20003351,28,7,22,27,17,4,6,37,2
N20003352,15,20,43,43,32,5,9,19,11
N20003353,26,35,24,39,24,20,20,8,4
N20003354,29,10,36,36,23,8,8,28,1
N20003355,18,20,41,78,18,8,10,25,4
N20003356,18,15,22,49,29,2,6,22,12
N20003357,18,35,29,47,12,22,10,22,11
N20003358,31,33,49,53,34,4,14,40,7
N20003359,16,23,33,59,30,7,11,29,5
N20003360,8,10,29,38,12,5,9,21,8
N20003361,17,10,30,25,30,6,7,28,9
N20003362,22,14,23,27,26,2,10,24,6
N20003363,14,11,22,36,27,0,8,22,8
N20003364,22,26,14,31,13,14,14,15,10
N20003365,24,33,34,44,24,7,11,25,9
N20003366,19,28,39,54,17,12,8,24,10
N20003367,21,5,19,26,12,2,5,20,3
N20003368,26,45,28,26,11,30,12,11,3
N20003369,34,62,15,36,14,34,18,18,13
N20003370,21,24,35,79,25,10,15,32,4
N20003371,31,22,43,61,34,5,14,29,13
N20003372,20,38,19,20,6,14,9,8,7
N20003373,15,46,22,56,7,22,11,10,5
N20003374,42,47,16,6,5,10,11,11,17
N20003375,45,61,28,21,11,12,12,20,5
N20003376,25,51,17,16,9,21,9,10,2
N20003377,27,30,23,18,10,28,18,16,5
N20003378,35,74,16,30,14,30,13,10,7
N20003379,30,57,15,16,11,32,17,9,9
N20003380,36,81,25,37,15,33,20,15,6
N20003381,30,12,35,41,31,7,4,33,7
N20003382,20,35,19,30,11,10,8,22,5
N20003383,27,17,35,43,17,12,6,29,6
N20003384,32,49,30,44,23,25,15,11,4
N20003385,16,35,37,40,20,11,8,22,3
N20003386,7,20,37,51,15,17,10,10,1
N20003387,28,19,44,76,23,7,5,20,8
N20003388,31,49,28,35,26,32,16,23,11
N20003389,33,18,22,27,19,16,5,24,7
N20003390,8,14,21,63,10,12,2,8,2
N20003391,55,48,31,38,26,20,15,39,1
N20003392,21,16,39,62,32,7,9,30,20
N20003393,23,12,33,55,37,9,11,29,14
N20003394,20,25,18,71,31,9,10,21,13
N20003395,25,24,38,67,26,9,15,25,15
N20003396,26,33,45,49,38,15,9,24,6
N20003397,39,29,29,49,37,12,10,41,5
N20003398,11,14,27,55,23,12,7,10,7
N20003399,28,26,35,64,23,12,16,30,4
N20003400,23,12,34,29,25,7,9,30,8
N20003401,19,43,29,43,17,12,8,15,15
N20003402,10,30,31,29,18,12,14,12,5
N20003403,9,30,8,31,11,26,17,20,7
N20003404,13,57,11,20,4,21,11,10,6
N20003405,35,9,30,43,34,7,16,33,13
N20003406,39,58,6,19,12,20,15,14,13
N20003407,28,38,12,23,15,17,18,10,6
N20003408,63,65,10,10,1,13,5,6,3
N20003409,38,36,28,24,16,21,16,20,13
N20003410,27,61,16,27,9,26,26,12,10
N20003411,12,29,32,96,17,39,14,10,7
N20003412,6,14,15,69,17,22,8,4,10
N20003413,28,43,17,32,11,40,22,10,13
N20003414,21,18,25,90,25,9,11,38,17
N20003415,5,25,9,16,9,11,4,7,3
N20003416,22,48,7,35,11,60,27,8,12
N20003417,12,46,25,30,15,45,26,13,13
N20003418,11,16,16,51,25,13,17,14,10
N20003419,33,95,22,33,14,60,17,8,14
N20003420,47,70,23,59,21,31,22,14,22
N20003421,28,17,37,62,37,19,10,31,11
N20003422,27,22,16,45,34,8,10,24,10
N20003423,22,27,27,51,22,7,16,25,12
N20003424,33,20,24,38,21,5,13,29,7
N20003425,18,24,12,31,20,23,14,4,9
N20003426,9,21,10,25,12,43,11,15,8
N20003427,23,40,17,15,9,18,5,12,4
N20003428,47,46,32,30,16,22,14,18,11
N20003429,33,41,26,52,40,10,9,37,9
N20003430,22,40,19,32,15,27,13,10,13
N20003431,29,25,17,39,10,39,16,14,6
N20003432,10,18,20,27,21,3,2,10,1
N20003433,21,13,28,45,20,5,8,33,9
N20003434,16,19,32,33,12,10,7,20,3
N20003435,9,24,36,49,12,8,4,12,4
N20003436,51,35,43,52,22,15,21,26,6
N20003437,29,28,43,39,15,5,7,35,3
N20003438,29,20,34,33,12,13,12,45,6
N20003439,14,16,25,21,21,4,9,25,3
N20003440,38,50,21,27,12,36,11,13,6
N20003441,39,23,21,15,11,12,19,16,8
N20003442,31,14,28,17,7,11,0,46,0
N20003443,45,76,35,33,9,20,9,12,8
N20003444,12,42,17,27,4,54,13,7,4
N20003445,33,37,24,22,13,14,20,13,3
N20003446,20,55,26,21,2,17,14,9,6
N20003447,8,14,33,37,8,11,4,20,3
N20003448,30,31,75,66,31,10,15,56,7
N20003449,28,55,19,14,3,10,6,8,1
N20003450,72,45,22,21,15,14,8,19,6
N20003451,42,58,49,17,8,8,9,21,4
N20003452,26,27,40,41,24,8,3,31,1
N20003453,17,13,32,34,31,3,10,34,4
N20003454,22,8,35,48,13,3,6,34,3
N20003455,23,17,25,54,7,3,1,13,0
N20003456,24,20,30,43,29,5,7,29,14
N20003457,20,27,38,36,19,4,12,36,11
N20003458,14,9,21,24,19,2,9,30,5
N20003459,27,14,40,27,18,6,5,14,5
N20003460,21,21,31,54,14,3,5,22,2
N20003461,14,11,27,25,13,4,4,21,11
N20003462,4,10,29,40,23,6,5,5,1
N20003463,41,32,47,65,44,12,15,34,9
N20003464,14,18,23,23,16,6,8,19,5
N20003465,44,45,27,36,16,41,19,15,8
N20003466,13,20,58,62,16,11,15,13,5
N20003467,41,27,72,82,36,5,6,56,8
N20003468,15,31,58,87,14,9,5,5,5
N20003469,53,36,67,54,27,4,15,37,6
N20003470,22,26,46,64,17,7,8,24,7
N20003471,21,18,41,51,35,10,10,49,12
N20003472,30,31,21,25,23,14,7,20,6
N20003473,24,20,49,59,20,9,9,40,5
N20003474,33,17,49,61,27,3,13,38,10
N20003475,32,19,38,72,21,6,5,35,4
N20003476,21,17,50,48,35,5,12,37,6
N20003477,6,8,47,63,23,7,7,13,3
N20003478,32,14,27,47,23,3,11,41,8
N20003479,14,14,25,24,18,2,9,27,5
N20003480,9,22,53,60,15,12,7,13,5
N20003481,16,8,28,30,15,5,8,30,2
N20003482,20,30,59,48,14,8,9,21,5
N20003483,30,39,32,40,9,10,6,29,3
N20003484,5,21,40,71,23,15,8,16,6
N20003485,10,21,8,24,7,34,9,6,7
N20003486,19,31,11,32,11,42,17,12,4
N20003487,44,38,50,33,23,9,10,49,7
N20003488,10,32,47,82,25,13,13,16,6
N20003489,9,50,51,45,4,5,7,6,1
N20003490,30,31,37,34,22,9,10,36,2
N20003491,29,21,46,53,32,18,17,24,3
N20003492,24,27,72,72,24,13,14,20,5
N20003493,41,47,23,45,12,47,21,11,10
N20003494,38,23,24,52,13,8,10,48,3
N20003495,26,67,21,24,7,35,9,13,7
N20003496,36,39,54,61,15,5,8,33,2
N20003497,20,19,25,33,25,7,6,17,4
N20003498,19,26,32,26,16,4,4,21,6
N20003499,31,67,18,15,3,17,9,9,8
N20003500,25,42,17,12,8,9,7,11,10
N20003501,23,22,34,32,23,4,4,41,3
N20003502,43,55,40,56,31,28,16,37,6
N20003503,74,62,31,12,8,25,10,11,7
N20003504,62,115,37,25,5,16,8,33,2
N20003505,29,66,40,73,16,43,13,8,3
N20003506,40,90,39,35,15,41,23,26,12
N20003507,7,23,32,54,22,6,9,7,2
N20003508,20,12,39,39,25,4,5,48,3
N20003509,35,90,28,14,3,23,12,14,8
N20003510,23,50,5,1,2,15,8,14,4
N20003511,7,35,28,39,12,19,5,6,3
N20003512,29,59,15,13,3,30,9,9,4
N20003513,40,48,14,14,2,10,8,5,7
N20003514,45,18,46,32,27,16,9,53,6
N20003515,22,36,21,35,15,44,16,6,7
N20003516,30,49,22,23,10,18,13,22,5
N20003517,18,19,10,16,10,22,21,12,5
N20003518,36,66,25,33,11,31,8,4,5
N20003519,17,32,35,19,14,16,10,19,7
N20003520,16,40,23,33,16,53,19,5,7
N20003521,73,85,25,32,8,30,16,23,5
N20003522,17,35,23,15,15,13,9,23,5
N20003523,28,28,46,37,31,1,10,38,10
N20003524,30,26,19,23,12,24,10,12,4
N20003525,14,7,37,26,18,4,8,24,8
N20003526,22,60,17,20,9,24,9,18,7
N20003527,42,44,8,18,6,30,15,6,4
N20003528,13,8,45,54,26,3,4,25,3
N20003529,32,57,36,13,6,9,9,13,5
N20003530,1,10,20,49,13,8,12,10,2
N20003531,46,52,11,22,8,16,13,17,5
N20003532,18,68,26,24,14,57,15,13,7
N20003533,14,69,14,30,12,51,17,14,13
N20003534,15,56,21,23,10,29,19,9,7
N20003535,29,39,43,50,13,15,7,33,7
N20003536,26,44,40,78,19,22,10,16,8
N20003537,41,14,27,63,30,3,5,48,5
N20003538,24,14,34,62,20,1,10,40,8
N20003539,27,17,30,36,9,0,5,29,4
N20003540,31,14,23,27,13,2,11,39,4
N20003541,33,4,28,25,7,1,4,38,0
N20003542,42,17,36,33,15,4,7,39,3
N20003543,65,21,34,11,11,0,8,48,4
N20003544,23,16,21,40,15,4,7,15,2
N20003545,25,14,35,41,21,11,7,33,6
N20003546,31,37,33,65,12,41,10,24,8
N20003547,35,34,44,57,27,8,9,65,9
N20003548,27,10,40,66,27,4,12,50,7
N20003549,38,13,36,60,25,0,4,54,8
N20003550,52,29,36,52,14,11,12,53,7
N20003551,35,14,37,32,21,4,2,38,2
N20003552,53,72,26,13,8,9,13,16,0
N20003553,41,21,58,77,31,13,12,52,5
N20003554,19,37,73,149,61,14,10,21,18
N20003555,37,35,32,39,15,6,6,39,8
N20003556,16,28,54,54,11,13,9,8,2
N20003557,0,25,46,36,3,7,2,1,4
N20003558,34,83,28,20,3,19,17,14,3
N20003559,39,27,37,38,17,6,7,28,6
N20003560,14,10,17,47,6,4,3,30,1
N20003561,27,74,55,31,9,19,13,7,8
N20003562,21,14,40,97,37,10,8,24,5
N20003563,86,48,19,10,2,4,3,19,0
N20003564,28,31,32,30,6,6,7,14,13
N20003565,25,6,27,52,14,3,2,29,3
N20003566,29,30,29,31,12,8,5,19,5
N20003567,31,16,32,57,23,4,5,47,6
N20003568,20,28,45,70,23,8,3,35,10
N20003569,32,42,62,73,34,15,14,51,13
N20003570,24,40,12,21,2,22,11,3,5
N20003571,23,54,21,38,16,30,15,12,5
N20003572,24,54,26,39,12,24,20,24,6
N20003573,23,43,29,36,18,28,13,11,11
N20003574,32,41,16,34,19,12,12,24,5
N20003575,16,11,18,39,21,3,4,22,6
N20003576,15,32,33,65,4,20,6,3,6
N20003577,40,53,17,23,15,20,12,14,6
