dz_2021_code,hours_15_or_less_worked_per_week,hours_16_30_worked_per_week,hours_31_48_worked_per_week,hours_49_worked_per_week,not_applicable
N20003685,29,47,82,34,286
N20003686,18,38,92,8,186
N20003687,19,37,93,18,231
N20003688,27,32,72,23,208
N20003689,20,39,95,16,207
N20003690,12,34,82,4,203
N20003691,19,47,96,15,256
N20003692,7,11,24,4,143
N20003693,27,41,69,29,293
N20003694,16,51,109,9,274
N20003695,30,56,145,12,288
N20003696,24,45,119,16,365
N20003697,38,49,143,18,312
N20003698,32,58,175,25,318
N20003699,18,51,133,9,254
N20003700,37,51,230,29,275
N20003701,28,45,159,18,296
N20003702,17,25,74,11,196
N20003703,16,47,118,13,200
N20003704,35,32,111,20,322
N20003705,23,43,148,15,232
N20003706,13,40,115,16,227
N20003707,12,35,120,12,196
N20003708,37,79,231,14,308
N20003709,30,75,187,34,279
N20003710,14,26,71,8,108
N20003711,6,16,48,10,149
N20003712,41,57,188,12,333
N20003713,10,25,71,11,158
N20003714,50,65,224,32,305
N20003715,9,25,54,8,173
N20003716,33,61,172,23,297
N20003717,26,44,135,42,218
N20003718,18,42,110,10,256
N20003719,45,98,221,36,334
N20003720,14,41,77,6,329
N20003721,19,43,109,30,217
N20003722,17,40,98,14,267
N20003723,8,25,76,12,231
N20003724,22,26,77,8,182
N20003725,32,57,140,19,343
N20003726,24,29,79,16,176
N20003727,21,46,78,12,184
N20003728,33,61,205,19,342
N20003729,42,63,189,30,295
N20003730,16,44,104,21,248
N20003731,23,38,84,39,206
N20003732,17,41,93,11,327
N20003733,24,50,120,20,278
N20003734,30,70,218,21,355
N20003735,17,53,104,3,370
N20003736,27,24,89,14,174
N20003737,26,31,83,20,223
N20003738,31,58,192,13,337
N20003739,28,85,292,33,340
N20003740,29,51,126,42,237
N20003741,36,42,92,26,240
N20003742,20,41,91,9,212
N20003743,38,70,173,67,361
N20003744,21,52,93,18,217
N20003745,24,51,107,22,235
N20003746,24,57,129,32,229
N20003747,26,42,100,45,273
N20003748,14,35,94,14,228
N20003749,14,35,96,16,199
N20003750,19,43,99,12,271
N20003751,21,31,76,17,240
N20003752,13,40,93,15,216
N20003753,17,49,108,9,251
N20003754,22,46,104,20,297
N20003755,29,49,100,52,250
N20003756,24,42,109,35,334
N20003757,20,39,152,20,430
N20003758,29,71,185,17,448
N20003759,15,33,105,19,237
N20003760,23,42,136,13,228
N20003761,29,61,157,45,342
N20003762,14,37,97,15,208
N20003763,27,44,133,38,259
N20003764,16,40,92,15,205
N20003765,11,32,81,16,219
N20003766,30,90,157,34,405
N20003767,22,42,96,28,180
N20003768,17,46,84,23,296
N20003769,26,39,146,17,247
N20003770,14,29,95,15,223
N20003771,31,82,220,49,347
N20003772,28,39,128,18,295
N20003773,37,51,204,37,401
N20003774,27,43,125,21,205
N20003775,19,48,133,21,378
N20003776,18,33,161,15,220
N20003777,17,30,100,5,296
N20003778,21,49,112,11,237
N20003779,11,32,96,19,289
N20003780,24,40,99,44,240
