dz_2021_code,age_0_years,age_1_year,age_2_years,age_3_years,age_4_years,age_5_years,age_6_years,age_7_years,age_8_years,age_9_years,age_10_years,age_11_years,age_12_years,age_13_years,age_14_years,age_15_years,age_16_years,age_17_years,age_18_years,age_19_years,age_20_years,age_21_years,age_22_years,age_23_years,age_24_years,age_25_years,age_26_years,age_27_years,age_28_years,age_29_years,age_30_years,age_31_years,age_32_years,age_33_years,age_34_years,age_35_years,age_36_years,age_37_years,age_38_years,age_39_years,age_40_years,age_41_years,age_42_years,age_43_years,age_44_years,age_45_years,age_46_years,age_47_years,age_48_years,age_49_years,age_50_years,age_51_years,age_52_years,age_53_years,age_54_years,age_55_years,age_56_years,age_57_years,age_58_years,age_59_years,age_60_years,age_61_years,age_62_years,age_63_years,age_64_years,age_65_years,age_66_years,age_67_years,age_68_years,age_69_years,age_70_years,age_71_years,age_72_years,age_73_years,age_74_years,age_75_years,age_76_years,age_77_years,age_78_years,age_79_years,age_80_years,age_81_years,age_82_years,age_83_years,age_84_years,age_85_years
N20000077,2,2,2,6,1,3,2,1,3,1,3,3,5,3,2,2,2,1,1,4,3,4,7,3,3,7,0,2,6,4,6,4,4,3,3,6,2,7,2,2,3,7,6,3,6,3,5,3,3,8,4,8,9,5,6,5,7,8,4,4,1,1,4,2,2,2,0,5,2,6,3,2,7,2,1,3,2,6,3,1,1,1,7,2,2,7
N20000078,1,6,5,4,6,4,3,6,4,2,2,0,3,2,0,4,3,3,4,1,4,5,5,3,6,5,4,7,1,5,5,3,2,8,1,8,0,2,3,1,3,4,2,3,8,3,3,6,2,2,8,8,4,4,4,7,6,2,8,7,1,6,4,5,1,6,0,7,4,5,4,3,6,2,2,2,2,2,4,2,1,5,6,4,0,5
N20000079,7,7,10,3,9,4,4,5,3,3,6,6,4,6,6,5,2,5,7,3,3,7,3,3,8,5,1,6,3,7,8,7,3,2,9,4,3,12,7,5,3,5,5,8,7,5,10,0,9,4,5,4,5,9,2,7,10,9,7,3,3,4,3,1,2,5,2,2,2,2,2,3,1,3,3,5,0,2,2,1,0,4,2,2,2,6
N20000080,9,8,2,10,12,4,7,8,5,4,9,12,6,6,9,12,8,7,6,8,4,11,6,7,10,7,3,7,7,8,5,11,12,8,8,9,5,7,6,8,8,8,6,9,6,9,11,5,9,9,22,6,10,12,8,11,5,9,6,9,6,8,9,7,10,10,6,7,6,6,11,7,5,6,9,6,8,2,4,4,1,3,1,3,0,9
N20000081,3,6,2,1,8,5,4,5,5,8,3,5,2,6,2,5,4,4,0,6,3,6,4,4,1,5,6,7,4,7,4,5,2,2,3,3,3,4,5,7,4,4,4,3,3,7,6,3,7,7,0,3,6,6,10,4,5,4,3,1,2,1,1,4,3,3,5,1,2,3,3,2,2,5,3,0,3,3,4,4,3,4,3,0,0,11
N20000082,8,4,11,6,5,6,7,2,9,10,5,4,5,3,0,7,1,9,4,3,3,3,9,6,6,5,6,5,5,9,2,6,7,9,5,0,3,6,3,5,3,4,6,8,7,1,6,8,8,5,4,8,9,4,10,11,5,7,10,6,4,5,5,3,1,4,2,4,6,3,2,4,7,4,2,4,4,7,7,5,2,4,2,3,2,16
N20000083,2,2,2,3,1,1,3,1,3,0,2,1,2,2,2,2,1,5,1,3,5,3,0,0,2,3,0,3,2,2,2,3,4,3,5,4,2,3,3,1,4,4,7,3,5,4,3,1,5,13,4,11,3,4,3,2,6,4,5,5,2,6,4,5,0,5,1,2,4,3,3,2,2,4,8,2,4,2,6,2,3,3,1,1,0,9
N20000084,2,0,6,1,2,2,1,1,0,1,0,1,2,2,1,1,2,4,1,3,4,7,4,3,2,2,3,2,1,3,2,0,1,0,3,2,1,1,2,4,1,3,3,5,1,6,5,2,3,4,5,4,5,3,4,2,3,4,5,2,5,7,2,5,5,6,8,6,6,9,9,2,6,5,3,8,5,6,2,3,8,4,4,4,3,14
N20000085,9,3,6,5,5,7,9,10,8,6,4,11,11,18,5,14,8,10,7,4,8,6,8,7,10,6,10,9,7,6,5,5,5,6,7,7,12,8,6,12,9,11,10,15,10,8,10,8,10,20,17,15,7,7,13,8,9,9,4,6,11,2,7,5,5,5,2,4,1,4,2,6,3,2,7,3,0,1,1,1,0,0,0,1,1,5
N20000086,5,12,2,5,7,12,5,6,7,14,3,6,10,12,3,10,7,14,8,3,3,11,10,6,9,2,3,5,3,3,5,6,8,4,13,4,10,6,2,5,9,10,8,12,3,10,13,8,2,16,16,20,13,11,11,13,13,6,12,6,5,5,7,5,3,11,5,8,3,6,7,6,1,4,3,4,5,2,7,3,5,2,6,3,2,15
N20000087,6,4,4,7,5,6,9,2,6,4,3,4,1,6,7,5,8,2,6,7,3,0,5,7,4,3,2,0,3,2,3,5,6,6,2,4,4,8,3,3,2,6,6,3,5,3,5,9,9,7,3,12,7,12,14,2,7,6,7,7,8,9,8,8,9,9,10,3,5,5,5,7,7,6,6,7,6,4,1,1,3,6,6,4,1,16
N20000088,7,4,12,7,4,6,8,7,9,6,5,4,9,9,8,7,7,7,5,5,4,2,9,7,11,3,4,7,2,4,5,10,6,5,7,7,5,10,6,10,9,8,7,11,11,11,5,7,5,9,11,9,4,8,10,5,5,11,4,3,6,1,7,8,1,2,7,4,2,3,6,1,2,3,4,1,2,5,3,0,1,1,4,0,0,5
N20000089,11,14,6,12,10,7,12,5,7,9,7,9,12,11,13,5,11,6,5,6,5,6,3,8,13,8,7,8,11,5,9,7,8,4,12,14,5,13,10,8,10,14,7,14,8,8,9,8,7,9,12,8,15,9,7,7,5,12,13,7,7,4,5,7,14,5,12,10,9,2,8,5,5,6,4,10,7,6,1,4,4,0,3,1,1,9
N20000090,4,9,11,10,11,9,12,10,14,17,18,16,20,24,7,12,13,16,4,8,8,9,12,9,9,14,4,8,8,13,12,8,10,6,8,7,7,13,16,9,9,9,13,16,25,14,11,20,12,16,12,10,15,15,16,13,11,7,9,7,8,4,1,5,7,2,8,6,2,4,4,1,3,5,8,3,2,5,1,4,1,3,4,3,2,7
N20000091,8,6,10,6,9,7,9,7,9,6,8,7,7,5,6,4,9,7,3,3,8,7,4,12,4,5,6,9,11,8,9,7,13,4,11,8,10,15,8,6,10,9,8,9,7,5,10,9,5,7,6,8,7,10,7,6,10,6,6,2,12,4,5,4,4,4,1,2,3,3,1,2,4,2,0,1,0,2,3,1,3,0,0,0,0,1
N20000092,9,13,7,7,14,11,9,14,7,11,12,14,13,15,15,11,13,15,12,10,8,10,14,13,10,10,12,4,2,10,5,12,5,5,8,10,7,10,14,8,17,9,14,6,14,11,18,10,14,10,14,14,21,19,14,11,13,14,15,13,13,10,9,14,4,10,6,4,3,1,4,4,1,2,4,4,5,4,5,0,4,0,1,2,1,12
N20000093,5,2,2,3,0,7,5,6,6,3,5,5,9,6,3,6,6,5,8,3,4,4,5,3,8,8,6,2,7,5,5,5,6,2,2,6,4,3,7,1,6,2,3,3,7,6,5,3,6,4,7,5,6,5,4,6,4,5,8,6,13,4,6,5,5,9,2,6,4,3,4,4,1,3,5,4,8,8,6,2,2,4,3,4,3,6
N20000094,12,8,11,7,12,9,7,9,10,5,11,10,6,8,4,2,7,4,2,3,1,2,3,3,2,5,2,5,10,12,9,8,9,12,13,6,8,9,7,14,6,20,8,10,4,7,5,7,4,2,6,8,5,2,6,5,3,3,3,0,1,4,2,5,1,0,1,2,2,2,2,0,0,2,0,1,0,0,1,1,0,0,2,0,0,1
N20000095,7,6,8,7,9,11,10,6,6,8,6,14,7,6,3,4,4,2,4,2,6,2,5,6,4,9,2,8,4,9,9,7,8,4,1,4,8,3,6,5,6,6,5,3,2,4,5,5,6,6,4,5,6,6,6,10,2,1,4,4,0,5,7,3,6,2,2,3,3,3,3,1,1,2,0,1,1,1,4,2,2,0,2,0,1,3
N20000096,7,6,10,9,3,6,5,9,7,6,14,9,4,3,11,9,7,9,6,9,5,2,10,11,5,6,11,6,14,11,11,2,7,7,6,6,14,6,4,12,8,12,6,8,12,6,5,8,10,11,7,10,7,13,10,11,11,9,8,9,13,5,4,7,4,5,1,5,8,2,10,6,2,5,0,2,2,3,3,1,3,2,0,2,0,4
N20000097,7,3,4,5,2,3,2,7,6,6,2,3,5,5,10,6,3,10,4,3,7,6,5,4,3,6,4,7,3,5,9,4,9,9,5,7,5,1,4,7,8,6,4,3,4,4,10,9,6,6,3,6,3,9,9,4,8,14,6,9,12,10,6,6,16,10,7,13,1,10,10,9,9,11,7,10,9,11,10,5,6,9,5,5,5,25
N20000098,5,1,1,5,2,5,4,4,6,3,6,5,5,4,7,2,4,6,2,3,6,4,3,2,4,5,2,4,6,5,3,3,4,6,4,1,2,4,8,4,5,2,6,5,0,8,3,2,7,4,1,5,2,7,8,2,6,4,4,6,6,3,5,5,5,9,9,6,7,6,4,7,7,3,6,5,2,3,4,4,1,1,5,2,5,15
N20000099,3,5,5,4,4,8,5,4,4,5,5,8,8,11,4,7,6,4,3,3,4,6,5,3,6,5,8,6,4,6,3,6,2,8,7,4,6,4,5,3,7,7,4,3,3,7,6,6,7,8,4,9,15,7,4,7,10,7,11,7,8,4,8,6,3,3,7,5,5,2,8,7,2,4,4,6,1,3,8,2,1,1,6,1,4,13
N20000100,2,7,5,5,5,7,5,9,10,8,9,11,4,9,7,11,12,5,13,0,12,7,12,6,5,7,6,5,6,3,3,7,3,5,3,4,2,3,9,4,12,6,4,7,9,7,11,8,10,10,12,18,14,15,10,14,10,8,8,13,14,12,11,21,10,10,17,13,7,11,9,9,6,3,6,9,6,4,2,2,3,4,5,6,4,45
N20000101,4,4,4,4,1,7,7,5,3,5,1,9,15,7,8,11,11,11,11,10,7,6,5,8,5,5,3,2,4,2,6,1,3,6,6,3,6,5,6,4,2,3,10,6,8,8,3,6,13,16,16,11,18,13,14,7,10,6,10,3,3,2,4,4,0,2,4,2,4,0,3,1,3,1,2,2,0,1,3,0,2,1,1,0,0,3
N20000102,7,5,9,5,11,8,7,7,8,5,7,5,11,5,5,5,3,4,6,3,4,1,7,4,12,12,6,13,6,13,10,8,7,8,2,6,8,10,13,9,4,11,6,10,10,9,4,7,11,8,4,4,3,5,5,8,6,10,3,1,5,5,5,5,3,4,4,0,2,3,4,1,2,1,4,2,4,1,0,2,2,1,1,0,0,4
N20000103,0,2,5,0,0,6,0,2,4,4,1,2,5,3,1,3,3,2,3,7,4,5,4,3,4,4,4,7,5,5,5,3,2,2,1,4,5,3,2,3,4,5,5,4,3,5,5,7,7,3,4,7,7,8,4,6,5,2,4,2,2,6,11,5,3,5,4,1,5,1,5,5,7,6,3,1,7,6,1,4,3,5,4,2,4,20
N20000104,7,10,9,9,2,12,5,9,12,15,10,8,9,9,9,9,9,7,8,3,4,7,5,10,8,8,8,5,9,6,12,9,11,8,10,9,6,8,12,9,3,1,3,9,2,3,2,5,7,3,4,4,6,5,11,5,2,4,4,11,9,6,3,7,4,6,5,7,4,5,6,2,3,1,1,2,3,3,5,4,2,2,1,1,1,4
N20000105,2,8,9,4,5,10,5,3,5,7,7,4,7,0,3,3,5,1,1,1,1,2,4,4,10,11,11,7,10,6,9,6,7,3,8,7,6,9,8,7,9,5,3,6,6,11,3,2,7,2,8,6,3,1,4,6,4,4,3,1,7,3,3,5,3,1,2,3,5,7,7,2,6,4,4,0,0,3,2,4,0,0,2,1,1,9
N20000106,9,5,6,5,4,8,6,3,3,4,2,2,0,5,3,6,3,4,2,5,1,6,4,8,5,4,2,6,8,8,6,10,10,6,5,8,7,5,4,1,3,3,4,3,7,8,4,5,6,7,6,4,6,5,6,7,3,7,6,7,4,3,7,2,8,3,3,6,5,10,9,2,7,1,4,0,8,2,2,4,3,1,3,2,2,8
N20000107,6,5,4,1,2,3,4,6,3,11,6,7,4,6,8,3,4,3,2,2,4,8,7,5,6,7,5,8,6,3,7,8,1,4,7,5,6,8,7,5,10,6,5,6,7,5,4,3,7,6,7,8,4,7,13,10,4,4,7,5,7,4,3,0,5,5,1,3,3,5,0,2,1,1,1,5,1,2,3,2,1,0,1,4,2,6
N20000108,1,2,4,2,4,3,6,3,4,1,4,2,5,0,2,1,3,1,2,1,3,1,6,2,5,5,4,3,0,3,0,2,2,7,4,5,2,4,3,4,1,5,2,5,6,5,4,1,5,3,5,1,5,4,2,7,4,3,7,9,7,6,7,6,8,5,4,4,3,5,6,8,5,9,7,2,6,7,1,2,5,1,6,3,2,18
N20000109,5,3,7,6,8,6,11,5,5,8,9,2,8,9,6,13,9,7,9,5,3,7,5,4,4,9,3,5,1,4,3,9,4,6,9,5,8,3,6,9,2,6,5,6,6,7,10,8,10,10,10,9,10,11,8,11,7,16,10,5,7,9,12,5,3,5,4,10,5,4,12,8,8,6,7,6,1,2,2,7,6,3,1,0,1,4
N20000110,6,8,9,8,9,8,5,14,6,12,2,16,12,10,14,17,13,7,10,11,4,4,9,3,13,11,5,1,9,10,11,7,4,13,9,10,13,11,8,6,8,9,2,10,10,13,13,9,10,8,13,9,6,4,8,9,10,5,4,8,9,5,9,6,9,9,2,7,11,11,3,7,4,6,5,3,5,3,4,1,4,1,2,3,0,7
N20000111,8,2,2,3,7,11,1,6,5,5,14,3,4,8,8,0,6,5,2,7,5,4,6,4,6,7,5,3,4,4,7,8,5,6,2,4,8,6,4,2,3,5,6,6,5,9,8,3,5,6,7,15,6,5,3,14,8,12,9,9,7,9,8,12,6,9,4,8,11,8,7,5,7,6,5,3,7,5,8,6,7,6,2,5,2,42
N20000112,1,2,10,3,1,7,4,6,6,4,3,6,5,0,2,1,4,6,3,0,5,3,2,0,2,5,1,1,5,3,3,6,4,2,8,7,2,2,2,4,2,6,5,2,3,5,2,2,4,4,2,5,2,8,6,5,3,6,2,4,5,0,3,5,2,2,5,5,1,5,5,1,8,4,3,9,4,4,0,4,6,4,4,2,5,11
N20000113,3,8,0,3,1,6,3,7,5,3,9,7,5,4,8,6,9,6,6,4,4,3,3,5,4,1,10,11,7,7,6,8,4,9,6,2,8,4,6,8,8,5,7,2,6,7,3,9,6,4,7,3,10,5,3,2,3,4,5,4,2,3,7,4,5,3,8,4,1,1,5,1,2,3,3,5,5,3,3,4,0,2,0,1,2,4
N20000114,3,7,0,4,3,5,3,2,4,5,5,7,5,3,6,6,4,8,5,5,4,5,2,4,2,2,3,2,6,3,4,8,4,5,5,3,4,1,5,4,7,6,6,9,5,6,4,11,5,9,7,3,4,10,14,7,5,6,8,5,11,7,4,7,6,3,5,6,6,7,7,7,3,4,9,3,5,2,1,1,0,3,6,3,1,10
N20000115,8,15,5,4,6,4,10,6,8,7,12,12,13,10,7,4,9,6,7,5,8,8,5,6,9,10,13,18,11,11,22,17,18,15,9,4,10,8,6,5,14,9,4,4,11,13,15,11,6,17,13,18,11,11,4,15,12,10,10,9,11,10,12,8,10,7,4,7,3,7,5,0,6,4,4,7,3,3,1,1,1,2,1,3,3,16
N20000116,3,3,4,8,3,0,4,2,2,4,6,5,3,4,3,2,8,3,2,2,2,1,3,1,2,5,6,3,2,4,2,3,3,3,6,5,6,4,2,3,4,4,7,8,6,5,6,3,6,3,8,5,3,7,6,2,7,4,6,1,3,4,1,2,3,4,4,4,2,3,4,0,6,6,2,4,2,7,3,1,3,2,2,2,0,2
N20000117,4,5,3,4,2,2,6,3,5,3,4,3,3,5,1,0,5,3,2,3,0,3,3,5,3,2,6,2,5,7,3,4,4,3,3,3,1,9,5,6,8,6,4,4,7,4,1,1,4,4,3,1,7,3,4,4,6,10,3,7,5,8,6,1,2,7,5,6,1,8,5,6,2,4,6,5,5,5,2,5,3,2,4,0,2,7
N20000118,2,2,3,6,5,4,7,3,11,6,4,8,8,8,2,4,4,8,1,5,4,1,8,6,6,5,4,3,6,3,1,1,6,6,5,10,5,7,8,1,7,6,5,7,5,3,8,4,6,6,3,9,12,9,6,6,7,10,6,7,8,6,5,3,5,4,1,4,0,1,4,3,1,3,4,3,3,3,1,5,3,1,2,2,0,7
N20000119,4,4,4,6,1,7,4,3,5,4,3,1,8,2,2,2,4,2,2,2,1,2,5,7,6,1,7,2,4,1,3,3,6,1,3,3,2,2,6,6,4,4,4,6,4,3,2,3,1,6,2,1,4,5,6,1,5,7,5,7,6,4,3,4,8,8,5,2,3,6,5,2,4,5,8,1,5,5,7,0,1,3,3,3,1,9
N20000120,2,2,1,2,0,6,0,5,4,5,2,5,6,6,4,7,6,8,2,6,5,3,3,5,3,5,3,1,5,1,3,5,2,2,3,3,6,0,3,2,3,2,7,3,6,8,5,5,6,14,5,6,5,5,10,5,10,1,7,8,8,8,7,7,4,3,8,6,5,6,9,5,3,3,3,5,4,2,4,6,1,6,3,3,4,17
N20000121,6,6,6,7,8,6,5,8,9,8,9,11,12,9,11,6,11,8,8,7,6,3,9,9,6,6,4,4,1,3,8,4,8,5,2,6,13,7,10,12,12,10,12,9,10,3,11,12,12,9,13,6,10,7,7,8,14,9,5,7,11,13,13,9,16,11,12,11,10,8,8,14,17,4,7,7,4,6,10,6,3,8,2,5,1,17
N20000122,11,6,11,8,12,8,11,7,14,8,10,15,10,10,10,10,4,7,5,7,2,9,3,6,7,4,8,6,4,5,4,12,10,8,8,11,9,8,9,9,16,10,10,9,13,5,9,6,7,9,15,10,9,11,8,10,15,16,10,10,4,10,6,11,4,13,11,4,7,8,9,9,7,7,14,4,10,3,11,1,1,4,2,2,4,13
N20000123,7,4,9,2,8,6,5,10,6,10,6,8,5,8,5,8,8,6,5,4,7,3,5,2,3,7,6,4,7,10,6,8,4,5,6,5,5,2,10,6,9,10,5,8,4,6,9,8,10,9,7,8,14,8,11,5,11,8,7,2,6,7,4,4,6,1,6,7,2,3,2,3,3,2,7,3,4,3,2,2,4,2,0,1,2,5
N20000124,4,5,1,2,4,12,2,6,5,4,4,3,2,4,7,5,4,5,3,2,8,7,2,9,8,2,5,2,1,4,7,4,5,2,6,4,11,9,9,6,7,6,9,0,8,9,3,4,8,9,6,4,3,7,8,11,6,10,3,5,8,7,4,5,8,3,5,8,11,7,3,8,10,3,5,4,3,3,4,4,2,0,1,1,3,12
N20000125,0,5,8,2,3,3,5,3,5,2,4,3,2,6,9,3,4,10,2,6,4,5,4,3,4,4,2,7,8,2,3,5,6,5,2,4,4,7,7,5,4,7,6,6,4,3,2,4,10,9,9,7,8,4,8,4,6,4,6,7,5,9,5,4,5,8,5,5,4,8,6,5,3,1,9,5,8,3,8,8,2,3,8,3,2,15
N20000126,4,5,3,7,5,6,7,11,7,13,6,12,11,12,12,21,5,9,9,7,6,4,10,9,3,5,6,6,7,5,0,6,3,5,5,10,4,3,6,10,3,10,11,14,8,8,15,18,9,8,15,17,14,12,15,15,12,17,10,10,14,7,13,9,4,2,1,5,0,3,4,1,4,4,4,2,1,2,1,1,1,2,0,0,0,0
N20000127,4,2,4,3,2,4,2,3,1,3,0,0,0,1,1,3,1,2,0,3,0,1,2,2,6,0,1,2,1,3,1,2,9,5,4,3,1,5,3,3,1,1,1,2,2,3,2,4,2,2,4,1,2,0,5,4,3,2,2,2,6,1,2,2,5,3,3,2,0,0,3,2,3,0,1,2,1,3,1,0,2,2,2,0,1,6
N20000128,6,7,6,8,6,10,7,8,7,13,13,10,13,14,9,9,15,15,9,7,6,8,5,9,1,9,11,9,1,10,3,3,5,9,3,6,9,5,13,8,7,11,13,13,8,9,13,11,7,20,14,18,19,18,13,14,13,18,13,12,8,13,6,9,7,6,5,5,7,5,4,4,3,4,2,3,2,5,2,2,1,1,0,1,2,1
N20000129,5,13,7,15,13,13,11,22,9,20,15,15,16,25,9,14,11,10,14,8,10,10,8,13,10,4,11,4,10,3,9,7,8,14,13,11,16,13,13,10,5,9,10,16,12,15,7,7,13,13,6,17,14,12,13,5,10,3,7,12,13,12,7,8,9,6,4,12,5,7,4,7,6,3,7,2,10,3,5,6,2,2,1,1,3,10
N20000130,6,4,6,4,5,7,3,5,6,6,14,4,5,10,10,6,4,9,6,4,11,10,4,8,12,8,8,5,12,7,3,4,9,5,4,6,8,6,6,8,9,4,5,6,5,5,9,3,7,7,14,8,9,5,12,16,15,11,14,13,11,10,6,12,7,4,5,6,4,7,5,5,2,2,6,1,4,1,4,4,1,2,1,2,1,5
N20000131,7,7,4,7,5,9,5,6,6,9,4,9,2,5,9,5,4,4,2,1,1,6,8,3,8,2,5,10,7,6,7,4,7,2,5,2,8,3,5,7,8,8,5,7,5,5,9,6,6,4,2,3,3,3,5,3,0,3,4,3,4,7,3,7,7,4,2,5,3,1,3,1,3,5,1,0,4,3,6,4,0,2,3,1,0,5
N20000132,3,3,3,6,6,6,6,8,10,4,8,6,6,15,5,10,15,14,9,9,6,5,6,5,9,4,0,7,6,4,4,3,2,5,2,8,3,5,4,3,12,10,8,4,3,6,11,7,6,9,15,7,13,10,13,15,14,18,17,13,16,10,11,9,15,11,7,10,9,4,5,5,5,3,8,5,2,2,3,1,0,2,0,1,1,2
N20000133,4,3,4,7,6,7,9,9,15,8,6,14,10,8,12,15,10,14,10,9,7,8,5,8,7,5,7,6,6,4,6,6,3,9,5,8,11,5,5,11,11,8,8,17,8,9,18,14,14,10,14,14,21,9,9,14,9,18,12,15,14,14,6,4,5,4,4,6,10,8,4,8,4,9,12,2,4,13,9,6,5,5,6,3,0,11
N20000134,9,11,5,11,3,13,4,10,8,10,13,11,10,3,11,11,10,7,9,3,9,2,5,8,6,4,1,3,4,3,6,12,6,12,4,8,9,3,6,8,6,11,8,14,10,7,16,9,8,7,9,7,14,13,12,6,9,11,17,15,7,8,8,11,12,16,7,12,9,10,3,6,7,8,8,6,4,4,3,3,8,4,4,1,3,4
N20000135,2,4,6,1,8,5,4,2,2,4,7,3,6,2,4,1,10,5,4,3,4,6,1,3,5,4,5,7,5,3,10,7,5,3,12,8,8,7,6,5,6,7,4,8,4,5,7,3,5,7,4,7,4,6,9,6,10,7,5,11,10,8,9,15,8,10,11,9,7,7,7,11,7,10,10,4,7,11,4,5,3,5,0,4,4,13
N20000136,0,3,0,0,2,3,0,3,3,4,2,4,5,3,2,4,3,4,2,1,6,1,5,4,6,1,5,1,3,6,3,2,3,4,3,6,3,1,3,3,2,1,3,3,5,8,8,4,4,10,5,5,10,4,7,8,5,10,10,9,6,4,8,13,10,5,8,4,10,9,10,15,6,14,19,10,11,14,13,8,9,10,11,11,3,20
N20000137,4,3,6,1,2,7,3,5,2,2,4,2,3,1,4,6,5,5,2,4,2,5,9,5,2,1,6,15,1,5,5,7,6,13,8,2,3,3,4,4,3,3,6,6,4,6,10,8,6,5,3,5,6,4,8,8,5,12,9,8,6,5,5,4,5,5,6,8,11,5,4,8,3,5,4,1,5,8,6,3,5,5,6,3,2,25
N20000138,3,4,2,3,6,7,6,6,3,8,7,6,8,3,5,4,3,1,3,5,4,7,5,4,10,4,1,8,10,7,6,6,9,6,8,5,0,3,8,4,4,3,5,7,7,5,7,8,3,4,8,8,10,7,11,8,6,10,8,7,9,4,9,6,5,5,6,4,2,5,10,5,1,11,4,8,4,6,9,4,5,4,4,7,1,15
N20000139,1,4,1,4,5,4,1,6,6,3,5,5,3,5,7,4,7,5,6,4,4,4,4,2,3,2,5,5,7,1,7,3,5,10,5,4,5,2,4,6,7,5,7,9,3,3,8,12,4,6,9,6,9,6,10,4,5,5,7,6,4,5,4,9,1,7,3,10,6,10,5,6,8,11,6,7,8,6,6,7,3,1,0,1,2,20
N20000140,15,12,10,14,9,12,6,10,8,4,2,3,4,1,4,0,3,2,42,92,29,23,22,19,6,8,17,10,13,15,17,17,16,11,22,12,17,14,20,12,15,9,9,8,6,4,3,7,5,2,4,3,4,1,4,4,3,1,4,4,3,2,5,3,0,2,1,1,3,3,0,2,1,1,1,3,3,1,1,0,1,0,1,1,2,2
N20000141,10,2,6,5,2,3,5,2,1,4,4,3,0,1,0,3,0,1,2,0,0,1,5,2,4,8,11,11,6,22,17,11,14,6,9,10,8,6,8,3,10,4,3,3,1,0,4,1,4,0,3,1,2,3,1,2,4,1,2,6,5,4,3,6,8,4,2,4,6,6,2,3,1,3,3,1,1,2,0,6,2,2,1,2,0,3
N20000142,14,6,5,5,3,3,6,4,7,6,4,8,7,8,3,5,3,5,3,0,3,3,4,7,7,3,4,3,2,10,3,5,6,5,6,4,5,3,5,1,2,7,3,3,2,4,6,7,3,2,4,3,2,4,7,4,8,7,1,2,4,1,4,0,4,1,1,6,1,6,3,5,7,2,3,3,4,0,1,0,3,3,1,0,5,4
N20000143,1,8,4,4,7,7,5,8,3,7,3,9,8,9,9,10,10,5,8,0,6,4,6,3,3,6,9,3,8,7,1,7,7,8,0,1,6,2,10,1,3,6,13,3,10,5,9,8,5,16,8,8,5,10,7,6,13,16,17,9,14,9,15,8,11,15,10,8,11,8,5,5,9,11,6,9,7,7,10,3,0,6,3,4,3,22
N20000144,5,5,6,4,3,1,8,6,7,3,5,3,7,2,3,4,0,2,3,3,4,4,9,6,5,7,5,5,12,4,7,4,7,6,9,5,5,9,6,6,2,4,5,3,7,0,4,4,5,5,3,7,9,4,6,5,8,7,3,6,6,2,3,5,2,3,3,2,5,4,7,5,4,2,2,2,3,2,5,3,0,3,1,1,0,5
N20000145,5,2,3,3,1,5,2,2,1,2,3,2,2,1,1,2,3,0,0,0,4,2,2,4,11,3,4,5,4,5,7,3,2,4,2,3,3,2,6,2,0,2,2,4,2,3,2,3,3,3,6,3,2,5,4,1,3,4,1,2,2,3,4,7,0,0,6,3,5,2,1,7,1,3,4,4,6,4,3,5,2,2,3,1,2,8
N20000146,8,7,8,6,7,6,11,4,7,4,7,4,9,2,3,6,7,5,4,8,9,3,6,7,6,4,7,3,13,9,5,3,5,5,3,7,6,5,6,5,2,8,5,3,5,10,4,0,3,4,6,5,7,5,4,4,3,3,10,6,2,1,4,2,8,2,2,1,2,3,2,1,0,0,2,4,3,5,2,3,2,1,1,3,2,1
N20000147,3,10,3,8,8,8,4,8,12,6,13,3,10,10,6,9,8,8,5,7,5,3,8,6,7,4,9,7,7,10,4,6,6,9,8,9,7,13,3,8,7,7,5,7,9,9,10,3,5,7,6,5,7,6,5,2,5,7,5,5,2,3,2,5,5,5,6,3,8,5,4,6,5,4,4,5,2,1,2,0,3,2,1,4,0,7
N20000148,3,1,2,0,0,6,0,3,4,4,2,3,4,5,4,0,5,4,5,3,1,2,4,4,5,2,3,0,1,2,2,3,3,2,6,3,2,0,1,2,5,7,2,2,5,4,7,4,5,4,6,4,6,4,5,1,5,4,3,8,4,2,4,5,5,3,2,0,8,4,6,6,4,10,8,2,7,4,4,3,2,3,4,3,3,10
N20000149,6,4,5,2,5,3,7,8,6,6,13,12,4,8,5,6,6,7,2,2,3,4,0,5,9,5,7,4,7,11,8,3,9,5,7,4,11,4,8,7,6,5,10,9,9,8,5,11,8,14,5,8,4,6,7,7,5,3,14,10,13,7,7,15,9,9,10,8,15,10,4,10,10,7,13,6,8,10,7,5,6,3,4,5,4,21
N20000150,7,1,3,3,4,4,3,6,3,3,5,7,7,5,3,6,2,4,4,5,3,2,2,6,8,3,8,3,6,7,2,4,6,7,7,10,4,4,7,5,3,5,2,2,4,3,2,4,1,8,6,6,2,3,4,3,4,3,8,7,4,2,0,2,2,1,6,4,1,2,1,5,1,3,2,0,2,0,0,2,3,1,3,0,0,3
N20000151,9,5,6,8,1,6,4,6,6,5,5,7,5,12,7,2,9,9,7,2,6,7,6,6,9,5,10,12,6,16,8,8,7,5,8,11,8,9,7,11,9,8,7,5,7,10,6,10,13,10,8,6,5,7,7,11,10,5,4,10,6,8,3,10,4,2,1,5,7,12,15,13,5,8,8,10,4,7,5,4,6,6,2,0,3,8
N20000152,0,2,1,2,2,0,5,4,1,3,4,1,3,4,1,2,5,5,4,3,4,7,1,3,3,2,1,4,5,5,6,3,5,2,3,5,3,1,6,1,2,0,7,3,3,5,4,5,5,7,6,4,11,6,8,7,4,9,6,9,9,7,10,10,6,7,5,6,9,6,4,5,8,2,2,3,5,5,2,1,2,3,2,7,1,7
